
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
196.639,131.755,116.113,um,Spot,Position,1,0,
166.522,148.359,126.138,um,Spot,Position,1,1,
184.967,149.756,108.049,um,Spot,Position,1,2,
173.055,150.984,114.535,um,Spot,Position,1,3,
170.813,135.438,120.929,um,Spot,Position,1,4,
177.232,150.665,121.338,um,Spot,Position,1,5,
178.742,139.053,127.19,um,Spot,Position,1,6,
215.982,157.703,92.115,um,Spot,Position,1,7,
202.939,133.687,122.813,um,Spot,Position,1,8,
195.571,136.164,126.266,um,Spot,Position,1,9,
227.467,146.113,103.233,um,Spot,Position,1,10,
230.3,148.268,105.783,um,Spot,Position,1,11,
238.761,156.427,112.226,um,Spot,Position,1,12,
219.513,137.97,114.956,um,Spot,Position,1,13,
239.856,141.083,120.417,um,Spot,Position,1,14,
242.536,139.29,125.377,um,Spot,Position,1,15,
231.276,145.927,125.624,um,Spot,Position,1,16,
187.981,158.835,90.7674,um,Spot,Position,1,17,
182.086,159.414,110.96,um,Spot,Position,1,18,
212.507,177.132,77.8641,um,Spot,Position,1,19,
199.406,175.81,81.3853,um,Spot,Position,1,20,
210.893,175.989,80.4622,um,Spot,Position,1,21,
208.648,161.284,86.1484,um,Spot,Position,1,22,
198.84,161.658,101.241,um,Spot,Position,1,23,
225.021,178.004,75.9129,um,Spot,Position,1,24,
235.801,163.264,87.6386,um,Spot,Position,1,25,
239.119,176.726,90.6727,um,Spot,Position,1,26,
277,187.506,124.195,um,Spot,Position,1,27,
189.471,221.338,80.6492,um,Spot,Position,1,28,
161.686,248.383,115.278,um,Spot,Position,1,29,
171.18,240.664,102.27,um,Spot,Position,1,30,
173.201,243.83,106.483,um,Spot,Position,1,31,
182.376,237.383,119.157,um,Spot,Position,1,32,
176.482,255.746,120.579,um,Spot,Position,1,33,
209.718,249.26,119.727,um,Spot,Position,1,34,
219.128,248.731,124.366,um,Spot,Position,1,35,
172.494,130.454,131.513,um,Spot,Position,1,36,
208.546,125.656,136.91,um,Spot,Position,1,37,
210.537,123.521,141.935,um,Spot,Position,1,38,
215.258,132.083,150.046,um,Spot,Position,1,39,
210.239,129.871,160.2,um,Spot,Position,1,40,
208.372,131.756,163.676,um,Spot,Position,1,41,
167.426,153.921,134.828,um,Spot,Position,1,42,
165.965,133.534,141.328,um,Spot,Position,1,43,
147.368,157.352,141.537,um,Spot,Position,1,44,
164.391,143.507,150.815,um,Spot,Position,1,45,
155.893,146.035,166.793,um,Spot,Position,1,46,
163.522,156.437,175.178,um,Spot,Position,1,47,
173.678,136.575,147.171,um,Spot,Position,1,48,
190.575,148.302,153.523,um,Spot,Position,1,49,
179.164,150.943,156.172,um,Spot,Position,1,50,
186.784,136.951,160.837,um,Spot,Position,1,51,
185.837,138.67,163.31,um,Spot,Position,1,52,
191.031,140.314,169.781,um,Spot,Position,1,53,
213.448,133.118,133.484,um,Spot,Position,1,54,
214.496,142.362,135.56,um,Spot,Position,1,55,
215.32,137.854,139.938,um,Spot,Position,1,56,
198.875,138.363,159.151,um,Spot,Position,1,57,
193.999,140.28,169.991,um,Spot,Position,1,58,
206.747,139.841,174.757,um,Spot,Position,1,59,
202.035,148.005,174.813,um,Spot,Position,1,60,
215.504,145.465,179.896,um,Spot,Position,1,61,
243.667,157.281,131.229,um,Spot,Position,1,62,
228.606,138.263,139.879,um,Spot,Position,1,63,
244.482,145.328,140.709,um,Spot,Position,1,64,
223.971,139.841,152.373,um,Spot,Position,1,65,
224.866,141.109,154.01,um,Spot,Position,1,66,
224.855,150.952,155.801,um,Spot,Position,1,67,
242.911,146.286,167.455,um,Spot,Position,1,68,
240.457,145.902,169.474,um,Spot,Position,1,69,
219.515,146.119,179.875,um,Spot,Position,1,70,
226.404,151.291,180.165,um,Spot,Position,1,71,
247.759,152.505,145.278,um,Spot,Position,1,72,
258.414,157.124,146.027,um,Spot,Position,1,73,
254.221,153.88,164.871,um,Spot,Position,1,74,
246.833,156.28,163.971,um,Spot,Position,1,75,
135.41,182.452,154.43,um,Spot,Position,1,76,
144.488,159.112,142.179,um,Spot,Position,1,77,
145.006,165.511,155.23,um,Spot,Position,1,78,
165.329,173.662,160.03,um,Spot,Position,1,79,
157.549,165.57,171.553,um,Spot,Position,1,80,
158.496,166.533,174.004,um,Spot,Position,1,81,
166.326,158.712,180.118,um,Spot,Position,1,82,
155.907,179.594,184.927,um,Spot,Position,1,83,
175.109,166.197,170.656,um,Spot,Position,1,84,
189.491,165.533,190.785,um,Spot,Position,1,85,
189.83,173.873,194.551,um,Spot,Position,1,86,
203.107,164.075,186.48,um,Spot,Position,1,87,
196.772,166.489,189.58,um,Spot,Position,1,88,
204.697,174.976,201.779,um,Spot,Position,1,89,
205.787,171.404,204.837,um,Spot,Position,1,90,
233.596,165.976,160.639,um,Spot,Position,1,91,
239.981,160.115,170.504,um,Spot,Position,1,92,
240.169,178.622,189.984,um,Spot,Position,1,93,
221.154,182.983,195.518,um,Spot,Position,1,94,
219.743,182.156,198.029,um,Spot,Position,1,95,
222.072,171.276,204.698,um,Spot,Position,1,96,
248.193,165.946,146.185,um,Spot,Position,1,97,
259.137,164.906,160.214,um,Spot,Position,1,98,
258.852,165.632,170.294,um,Spot,Position,1,99,
248.574,181.015,178.812,um,Spot,Position,1,100,
134.651,204.083,150.281,um,Spot,Position,1,101,
138.693,198.091,161.572,um,Spot,Position,1,102,
144.197,197.574,147.826,um,Spot,Position,1,103,
149.423,204.515,156.715,um,Spot,Position,1,104,
149.321,201.356,160.19,um,Spot,Position,1,105,
142.633,195.295,170.784,um,Spot,Position,1,106,
144.231,184.695,175.238,um,Spot,Position,1,107,
145.131,193.552,174.851,um,Spot,Position,1,108,
165.325,205.16,189.416,um,Spot,Position,1,109,
166.811,209.174,190.001,um,Spot,Position,1,110,
168.183,198.787,179.607,um,Spot,Position,1,111,
168.135,185.57,184.434,um,Spot,Position,1,112,
204.329,188.645,200.521,um,Spot,Position,1,113,
207.299,207.719,205.199,um,Spot,Position,1,114,
238.735,189.437,199.61,um,Spot,Position,1,115,
261.294,187.497,141.875,um,Spot,Position,1,116,
258.307,185.359,155.141,um,Spot,Position,1,117,
261.336,188.908,170.542,um,Spot,Position,1,118,
262.451,199.815,169.626,um,Spot,Position,1,119,
267.901,185.819,180.524,um,Spot,Position,1,120,
250.291,187.6,180.188,um,Spot,Position,1,121,
266.933,198.968,179.612,um,Spot,Position,1,122,
277.713,195.074,134.558,um,Spot,Position,1,123,
136.11,221.509,151.851,um,Spot,Position,1,124,
136.678,229.179,149.557,um,Spot,Position,1,125,
137.922,223.187,156.396,um,Spot,Position,1,126,
139.226,223.369,158.366,um,Spot,Position,1,127,
140.31,220.48,164.317,um,Spot,Position,1,128,
141.114,224.354,164.311,um,Spot,Position,1,129,
158.962,210.696,174.176,um,Spot,Position,1,130,
147.561,230.193,175.357,um,Spot,Position,1,131,
143.948,232.301,175.43,um,Spot,Position,1,132,
175.428,234.777,181.797,um,Spot,Position,1,133,
173.083,219.336,189.973,um,Spot,Position,1,134,
189.65,233.587,194.456,um,Spot,Position,1,135,
200.136,227.572,185.712,um,Spot,Position,1,136,
199.834,220,195.239,um,Spot,Position,1,137,
204.287,234.94,200.583,um,Spot,Position,1,138,
208.571,224.531,203.798,um,Spot,Position,1,139,
242.169,215.53,194.9,um,Spot,Position,1,140,
223.927,227.39,193.279,um,Spot,Position,1,141,
234.544,228.213,201.786,um,Spot,Position,1,142,
256.544,234.034,140.922,um,Spot,Position,1,143,
259.342,223.885,145.443,um,Spot,Position,1,144,
256.071,215.522,160.618,um,Spot,Position,1,145,
249.626,224.856,158.652,um,Spot,Position,1,146,
257.517,210.499,165.82,um,Spot,Position,1,147,
254.333,211.278,176.71,um,Spot,Position,1,148,
255.902,210.202,178.559,um,Spot,Position,1,149,
166.478,254.74,150.87,um,Spot,Position,1,150,
173.275,254.09,139.834,um,Spot,Position,1,151,
183.126,245.913,150.256,um,Spot,Position,1,152,
192.288,251.739,151.406,um,Spot,Position,1,153,
186.633,249.072,165.776,um,Spot,Position,1,154,
178.439,241.051,170.578,um,Spot,Position,1,155,
178.78,248.442,171.143,um,Spot,Position,1,156,
175.47,241.175,179.336,um,Spot,Position,1,157,
204.202,255.885,139.724,um,Spot,Position,1,158,
215.55,248.893,151.498,um,Spot,Position,1,159,
206.161,254.586,160.317,um,Spot,Position,1,160,
203.256,241.873,195.025,um,Spot,Position,1,161,
221.958,248.862,138.962,um,Spot,Position,1,162,
224.713,253.524,146.481,um,Spot,Position,1,163,
243.442,242.526,157.43,um,Spot,Position,1,164,
230.051,249.848,154.97,um,Spot,Position,1,165,
234.81,236.682,174.173,um,Spot,Position,1,166,
225.104,254.459,174.911,um,Spot,Position,1,167,
226.573,256.189,175.549,um,Spot,Position,1,168,
224.169,257.987,175.175,um,Spot,Position,1,169,
245.284,242.81,158.862,um,Spot,Position,1,170,
247.402,243.752,179.386,um,Spot,Position,1,171,
240.92,210.362,210.087,um,Spot,Position,1,172,
243.442,213.365,210.02,um,Spot,Position,1,173,
232.543,213.029,214.828,um,Spot,Position,1,174,
236.562,213.36,215.051,um,Spot,Position,1,175,
