
Position
====================
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID
-17.17812156677246,-7.116044998168945,-61.851741790771484,um,Spot,Position,1,0
-0.5172409415245056,-45.29531478881836,20.40094757080078,um,Spot,Position,1,1
-3.5144872665405273,27.63556480407715,-34.75771713256836,um,Spot,Position,1,2
-14.763043403625488,29.978195190429688,23.036706924438477,um,Spot,Position,1,3
33.7053337097168,-26.573806762695312,-48.59899139404297,um,Spot,Position,1,4
-54.15793228149414,11.046270370483398,-24.806625366210938,um,Spot,Position,1,5
-27.637256622314453,24.048017501831055,-54.68682098388672,um,Spot,Position,1,6
-4.534348011016846,4.809071063995361,64.16947174072266,um,Spot,Position,1,7
-53.116294860839844,17.64023780822754,41.968692779541016,um,Spot,Position,1,8
-22.59088134765625,12.272625923156738,-9.550837516784668,um,Spot,Position,1,9
48.666568756103516,-14.836119651794434,-1.5998659133911133,um,Spot,Position,1,10
9.332810401916504,-27.75508689880371,51.641632080078125,um,Spot,Position,1,11
-26.36454963684082,11.268030166625977,-35.39931869506836,um,Spot,Position,1,12
16.09943389892578,-5.895867824554443,54.869895935058594,um,Spot,Position,1,13
50.57758331298828,-9.628890037536621,33.75139236450195,um,Spot,Position,1,14
-3.0201821327209473,-29.384244918823242,-14.677526473999023,um,Spot,Position,1,15
-20.19611930847168,2.800312042236328,45.575801849365234,um,Spot,Position,1,16
-0.5470799207687378,-36.21628952026367,34.67045974731445,um,Spot,Position,1,17
-42.86851119995117,-49.77381134033203,-15.201518058776855,um,Spot,Position,1,18
58.217960357666016,15.468290328979492,21.14422607421875,um,Spot,Position,1,19
-24.690998077392578,30.481962203979492,48.56306076049805,um,Spot,Position,1,20
-19.840248107910156,-62.36942672729492,-11.755900382995605,um,Spot,Position,1,21
37.44343566894531,-12.68628978729248,-33.78101348876953,um,Spot,Position,1,22
59.74131774902344,-12.497397422790527,-14.590147972106934,um,Spot,Position,1,23
-52.485652923583984,31.110021591186523,-33.39255905151367,um,Spot,Position,1,24
-50.398643493652344,-6.615821361541748,14.743358612060547,um,Spot,Position,1,25
7.8589677810668945,-27.84469223022461,-43.0380744934082,um,Spot,Position,1,26
-49.406097412109375,14.023794174194336,21.173351287841797,um,Spot,Position,1,27
51.03860855102539,16.186248779296875,-2.379316806793213,um,Spot,Position,1,28
21.46079444885254,3.3315422534942627,52.44095993041992,um,Spot,Position,1,29
43.472023010253906,-19.08917236328125,-33.1206169128418,um,Spot,Position,1,30
-10.552201271057129,1.806244969367981,-34.325225830078125,um,Spot,Position,1,31
-39.24894714355469,4.9962310791015625,32.154117584228516,um,Spot,Position,1,32
4.418794631958008,43.692630767822266,-44.917076110839844,um,Spot,Position,1,33
54.45330047607422,37.45006561279297,2.1586034297943115,um,Spot,Position,1,34
28.180931091308594,-18.349834442138672,-46.65074157714844,um,Spot,Position,1,35
-6.511512279510498,10.659950256347656,1.1035187244415283,um,Spot,Position,1,36
-66.27257537841797,11.714473724365234,1.3407245874404907,um,Spot,Position,1,37
-25.92340660095215,-13.8531494140625,-13.611927032470703,um,Spot,Position,1,38
43.848548889160156,23.391298294067383,49.270687103271484,um,Spot,Position,1,39
36.96482467651367,-1.0285714864730835,6.6006293296813965,um,Spot,Position,1,40
-21.216548919677734,-17.05852699279785,42.00321578979492,um,Spot,Position,1,41
-44.562103271484375,6.529349327087402,-15.872302055358887,um,Spot,Position,1,42
-32.41167449951172,18.348421096801758,6.508847713470459,um,Spot,Position,1,43
30.393701553344727,41.820960998535156,19.112857818603516,um,Spot,Position,1,44
43.07327651977539,9.652902603149414,21.219430923461914,um,Spot,Position,1,45
-18.955408096313477,47.071510314941406,34.12177276611328,um,Spot,Position,1,46
-21.566036224365234,4.6786041259765625,-45.531681060791016,um,Spot,Position,1,47
8.510631561279297,-45.759124755859375,-50.989051818847656,um,Spot,Position,1,48
-5.363461494445801,43.391475677490234,21.19558334350586,um,Spot,Position,1,49
-22.19386100769043,-16.287099838256836,64.20429229736328,um,Spot,Position,1,50
51.770957946777344,-22.17998504638672,-27.90536880493164,um,Spot,Position,1,51
11.555424690246582,13.339274406433105,-11.857216835021973,um,Spot,Position,1,52
51.25285339355469,-13.40300464630127,42.07478332519531,um,Spot,Position,1,53
1.296524167060852,-67.58329772949219,8.014299392700195,um,Spot,Position,1,54
8.295289039611816,-10.620020866394043,-60.55084228515625,um,Spot,Position,1,55
58.3229866027832,9.21910572052002,-18.01939582824707,um,Spot,Position,1,56
3.560107707977295,25.712308883666992,12.920218467712402,um,Spot,Position,1,57
-16.030527114868164,-5.942100524902344,-55.56690979003906,um,Spot,Position,1,58
-29.427412033081055,-40.8431510925293,-45.92365646362305,um,Spot,Position,1,59
-3.7349796295166016,-29.309885025024414,-21.013303756713867,um,Spot,Position,1,60
-0.3270721137523651,40.024566650390625,8.867633819580078,um,Spot,Position,1,61
65.94221496582031,-16.069562911987305,14.85274887084961,um,Spot,Position,1,62
23.502424240112305,27.313743591308594,-40.98291015625,um,Spot,Position,1,63
-18.94666290283203,-17.494937896728516,28.413599014282227,um,Spot,Position,1,64
-0.45760565996170044,7.732705116271973,8.108904838562012,um,Spot,Position,1,65
0.8359712362289429,4.858994007110596,-51.39968490600586,um,Spot,Position,1,66
21.21146583557129,-4.450559139251709,14.494307518005371,um,Spot,Position,1,67
-51.18251037597656,17.583864212036133,-21.07100486755371,um,Spot,Position,1,68
26.56852912902832,-17.817047119140625,32.74134826660156,um,Spot,Position,1,69
-7.166422367095947,-54.189083099365234,3.9846487045288086,um,Spot,Position,1,70
-4.750021457672119,-59.037628173828125,-0.6195695996284485,um,Spot,Position,1,71
-41.10911560058594,-1.7113258838653564,29.184757232666016,um,Spot,Position,1,72
-37.58944320678711,37.171756744384766,7.380441665649414,um,Spot,Position,1,73
35.653564453125,9.457016944885254,3.2770299911499023,um,Spot,Position,1,74
-26.08072280883789,-48.21026611328125,37.72483444213867,um,Spot,Position,1,75
30.556089401245117,-10.949149131774902,8.388141632080078,um,Spot,Position,1,76
-17.951309204101562,25.430604934692383,59.51150131225586,um,Spot,Position,1,77
-16.446727752685547,56.240623474121094,37.48436737060547,um,Spot,Position,1,78
-14.956228256225586,62.86769485473633,-0.07477373629808426,um,Spot,Position,1,79
-11.411046981811523,-35.78605651855469,5.017441749572754,um,Spot,Position,1,80
-55.688331604003906,-0.795013964176178,22.129905700683594,um,Spot,Position,1,81
-10.259798049926758,18.05636978149414,32.71429443359375,um,Spot,Position,1,82
-20.88419532775879,59.01921081542969,0.0685834288597107,um,Spot,Position,1,83
-2.127028703689575,-17.851919174194336,-47.24785614013672,um,Spot,Position,1,84
-5.885442733764648,-10.871546745300293,62.79867172241211,um,Spot,Position,1,85
-23.010475158691406,25.717891693115234,-32.78688430786133,um,Spot,Position,1,86
-42.566734313964844,-50.79805374145508,12.823542594909668,um,Spot,Position,1,87
43.4712028503418,45.153839111328125,20.42191505432129,um,Spot,Position,1,88
-7.506679534912109,-13.198334693908691,38.80326843261719,um,Spot,Position,1,89
28.65866470336914,-12.181010246276855,59.646018981933594,um,Spot,Position,1,90
-17.537830352783203,32.31283187866211,43.54623794555664,um,Spot,Position,1,91
-33.81493377685547,-3.228214979171753,-47.04151153564453,um,Spot,Position,1,92
-10.680590629577637,5.866103172302246,-44.90601348876953,um,Spot,Position,1,93
5.192022323608398,20.66072654724121,-17.50122833251953,um,Spot,Position,1,94
-17.1235408782959,58.74500274658203,-7.585383892059326,um,Spot,Position,1,95
3.910648822784424,57.06549835205078,29.040233612060547,um,Spot,Position,1,96
-43.46628189086914,43.27333450317383,9.272673606872559,um,Spot,Position,1,97
-14.67251205444336,-26.65494728088379,-18.566938400268555,um,Spot,Position,1,98
-4.155148029327393,-19.509252548217773,31.8116397857666,um,Spot,Position,1,99
-49.5733757019043,22.254411697387695,42.26652145385742,um,Spot,Position,1,100
31.484176635742188,-40.1033821105957,10.958797454833984,um,Spot,Position,1,101
-33.140933990478516,45.48023223876953,-41.472415924072266,um,Spot,Position,1,102
9.446496963500977,49.48478317260742,-40.49331283569336,um,Spot,Position,1,103
-64.54877471923828,-24.10259437561035,-9.69189453125,um,Spot,Position,1,104
44.82951736450195,12.318164825439453,-19.660743713378906,um,Spot,Position,1,105
43.91495132446289,-24.233062744140625,-36.796688079833984,um,Spot,Position,1,106
34.78565216064453,-21.05072784423828,-17.189062118530273,um,Spot,Position,1,107
9.049891471862793,55.15202713012695,24.36417007446289,um,Spot,Position,1,108
-25.759681701660156,-12.250576972961426,50.275535583496094,um,Spot,Position,1,109
-26.45149803161621,-45.5689811706543,-9.30905818939209,um,Spot,Position,1,110
13.670173645019531,19.4511661529541,-32.07696533203125,um,Spot,Position,1,111
-69.01156616210938,0.7205908298492432,9.81735897064209,um,Spot,Position,1,112
-37.55416488647461,44.04499053955078,-26.040023803710938,um,Spot,Position,1,113
35.382843017578125,-23.262914657592773,-23.555797576904297,um,Spot,Position,1,114
30.38193130493164,16.34362030029297,-30.628725051879883,um,Spot,Position,1,115
-55.6322021484375,6.6631550788879395,16.297515869140625,um,Spot,Position,1,116
-25.712265014648438,4.36978006362915,-19.375574111938477,um,Spot,Position,1,117
-23.84447479248047,-6.708004951477051,-47.524906158447266,um,Spot,Position,1,118
7.7887468338012695,16.823837280273438,46.365718841552734,um,Spot,Position,1,119
-18.192880630493164,54.71889114379883,-18.3150577545166,um,Spot,Position,1,120
-37.83858108520508,17.60079574584961,49.10200881958008,um,Spot,Position,1,121
-41.57300567626953,-26.112682342529297,20.491487503051758,um,Spot,Position,1,122
37.102108001708984,40.77072525024414,40.95319366455078,um,Spot,Position,1,123
18.588153839111328,-21.009490966796875,17.167644500732422,um,Spot,Position,1,124
-52.8682975769043,-20.238414764404297,-6.173056125640869,um,Spot,Position,1,125
-60.055179595947266,-2.652383327484131,7.644697666168213,um,Spot,Position,1,126
