
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
121.234,104.119,107.095,um,Spot,Position,1,0,
92.3836,100.855,111.964,um,Spot,Position,1,1,
158.509,108.517,58.8758,um,Spot,Position,1,2,
158.551,105.127,62.3419,um,Spot,Position,1,3,
132.821,112.675,71.5743,um,Spot,Position,1,4,
161.064,114.065,71.6291,um,Spot,Position,1,5,
146.147,102.455,77.1288,um,Spot,Position,1,6,
149.045,95.0596,92.4828,um,Spot,Position,1,7,
138.444,102.235,92.655,um,Spot,Position,1,8,
128.759,115.061,91.5459,um,Spot,Position,1,9,
136.872,100.479,94.6927,um,Spot,Position,1,10,
130.675,112.658,95.094,um,Spot,Position,1,11,
129.736,97.1551,104.057,um,Spot,Position,1,12,
136.699,114.014,103.736,um,Spot,Position,1,13,
142.569,103.837,111.522,um,Spot,Position,1,14,
124.944,107.031,112.548,um,Spot,Position,1,15,
172.143,104.712,79.329,um,Spot,Position,1,16,
195.808,107.593,83.4712,um,Spot,Position,1,17,
198.637,93.3836,88.0239,um,Spot,Position,1,18,
192.988,104.2,86.6329,um,Spot,Position,1,19,
186.367,112.026,86.1386,um,Spot,Position,1,20,
163.6,104.031,98.4038,um,Spot,Position,1,21,
187.997,104.952,94.3411,um,Spot,Position,1,22,
173.301,90.9268,102.345,um,Spot,Position,1,23,
176.343,100.686,102.101,um,Spot,Position,1,24,
196.602,93.4759,107.072,um,Spot,Position,1,25,
194.808,85.1367,112.057,um,Spot,Position,1,26,
175.629,103.378,110.251,um,Spot,Position,1,27,
201.282,104.714,110.044,um,Spot,Position,1,28,
214.93,112.195,86.4738,um,Spot,Position,1,29,
207.54,103.194,106.08,um,Spot,Position,1,30,
217.051,116.386,110.639,um,Spot,Position,1,31,
117.934,136.195,57.4878,um,Spot,Position,1,32,
107.788,149.24,77.1822,um,Spot,Position,1,33,
110.771,157.396,77.7391,um,Spot,Position,1,34,
108.107,121.064,79.4398,um,Spot,Position,1,35,
116.9,142.391,83,um,Spot,Position,1,36,
117.505,136.747,86.3806,um,Spot,Position,1,37,
106.559,144.638,86.2267,um,Spot,Position,1,38,
94.944,118.946,96.0688,um,Spot,Position,1,39,
113.791,121.528,96.8251,um,Spot,Position,1,40,
112.416,155.131,96.878,um,Spot,Position,1,41,
112.462,143.975,103.66,um,Spot,Position,1,42,
100.455,148.279,101.909,um,Spot,Position,1,43,
121.239,150.532,101.883,um,Spot,Position,1,44,
102.547,130.83,109.924,um,Spot,Position,1,45,
140.463,146.386,56.9068,um,Spot,Position,1,46,
149.621,144.088,63.0218,um,Spot,Position,1,47,
161.596,146.883,61.5123,um,Spot,Position,1,48,
127.459,150.522,62.9432,um,Spot,Position,1,49,
162.533,155.105,63.2135,um,Spot,Position,1,50,
135.476,134.829,67.88,um,Spot,Position,1,51,
140.489,149.357,67.2404,um,Spot,Position,1,52,
145.201,118.002,71.4114,um,Spot,Position,1,53,
159.698,121.211,70.4859,um,Spot,Position,1,54,
121.61,131.606,71.6909,um,Spot,Position,1,55,
130.784,142.893,75.9712,um,Spot,Position,1,56,
145.811,143.439,75.6802,um,Spot,Position,1,57,
131.238,151.602,77.1053,um,Spot,Position,1,58,
123.899,118.494,83.1902,um,Spot,Position,1,59,
122.429,146.922,80.5374,um,Spot,Position,1,60,
132.191,118.343,86.6697,um,Spot,Position,1,61,
156.311,124.431,91.3875,um,Spot,Position,1,62,
126.834,140.468,91.9249,um,Spot,Position,1,63,
150.058,120.571,94.2316,um,Spot,Position,1,64,
142.081,155.407,97.3311,um,Spot,Position,1,65,
170.97,131.225,52.3765,um,Spot,Position,1,66,
189.555,149.534,53.4411,um,Spot,Position,1,67,
192.134,126.295,57.733,um,Spot,Position,1,68,
203.753,130.561,57.5295,um,Spot,Position,1,69,
186.301,138.129,57.8878,um,Spot,Position,1,70,
188.933,151.998,55.9547,um,Spot,Position,1,71,
167.55,133.967,63.7905,um,Spot,Position,1,72,
197.021,136.137,62.9613,um,Spot,Position,1,73,
172.094,144.908,62.5128,um,Spot,Position,1,74,
191.087,129.164,66.3237,um,Spot,Position,1,75,
186.874,155.513,68.6189,um,Spot,Position,1,76,
184.112,118.817,72.6397,um,Spot,Position,1,77,
195.425,146.353,72.8822,um,Spot,Position,1,78,
173.551,153.406,71.3168,um,Spot,Position,1,79,
177.375,120.602,76.5817,um,Spot,Position,1,80,
198.038,135.836,77.5839,um,Spot,Position,1,81,
173.114,139.266,76.1219,um,Spot,Position,1,82,
192.731,145.973,75.5689,um,Spot,Position,1,83,
168.756,152.834,76.5595,um,Spot,Position,1,84,
190.554,123.335,82.6206,um,Spot,Position,1,85,
190.223,138.767,80.604,um,Spot,Position,1,86,
165.004,153.752,79.5702,um,Spot,Position,1,87,
187.321,143.452,92.607,um,Spot,Position,1,88,
203.024,156.72,94.854,um,Spot,Position,1,89,
203.13,127.411,105.041,um,Spot,Position,1,90,
172.757,128.476,105.292,um,Spot,Position,1,91,
186.544,144.421,105.211,um,Spot,Position,1,92,
207.062,141.558,61.8866,um,Spot,Position,1,93,
217.278,145.046,67.1805,um,Spot,Position,1,94,
217.547,151.577,67.5199,um,Spot,Position,1,95,
218.184,121.851,72.4585,um,Spot,Position,1,96,
217.97,145.1,82.3449,um,Spot,Position,1,97,
229.488,137.957,88.1408,um,Spot,Position,1,98,
214.987,139.929,85.3139,um,Spot,Position,1,99,
213.234,121.98,90.4743,um,Spot,Position,1,100,
215.907,157.432,93.1555,um,Spot,Position,1,101,
206.899,147.712,94.3207,um,Spot,Position,1,102,
213.374,157.781,95.3663,um,Spot,Position,1,103,
