
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
203.402,213.83,52.3662,um,Spot,Position,1,0,
186.716,216.638,61.6526,um,Spot,Position,1,1,
173.895,201.738,67.5052,um,Spot,Position,1,2,
205.15,168.006,79.3991,um,Spot,Position,1,3,
221.967,213.119,61.2229,um,Spot,Position,1,4,
180.432,229.128,74.1226,um,Spot,Position,1,5,
192.006,240.952,73.4166,um,Spot,Position,1,6,
189.365,161.713,86.2146,um,Spot,Position,1,7,
168.964,158.988,93.2479,um,Spot,Position,1,8,
212.359,165.922,94.8147,um,Spot,Position,1,9,
154.749,196.632,94.0127,um,Spot,Position,1,10,
163.392,212.376,90.3938,um,Spot,Position,1,11,
187.839,214.583,86.04,um,Spot,Position,1,12,
205.156,191.791,92.4459,um,Spot,Position,1,13,
174.754,195.245,91.4725,um,Spot,Position,1,14,
208.268,195.305,92.6761,um,Spot,Position,1,15,
177.221,204.69,91.8421,um,Spot,Position,1,16,
209.601,175.515,97.1119,um,Spot,Position,1,17,
169.511,184.548,98.07,um,Spot,Position,1,18,
171.231,193.579,95.6015,um,Spot,Position,1,19,
227.881,183.969,81.0552,um,Spot,Position,1,20,
231.608,203.25,83.2458,um,Spot,Position,1,21,
220.117,211.471,86.5167,um,Spot,Position,1,22,
217.977,174.112,92.4405,um,Spot,Position,1,23,
222.352,201.553,92.0791,um,Spot,Position,1,24,
257.827,199.899,97.6203,um,Spot,Position,1,25,
175.777,218.135,90.3372,um,Spot,Position,1,26,
221.498,221.559,87.9232,um,Spot,Position,1,27,
225.84,223.036,94.9321,um,Spot,Position,1,28,
199.454,140.319,105.129,um,Spot,Position,1,29,
199.179,163.138,108.114,um,Spot,Position,1,30,
207.437,163.166,113.419,um,Spot,Position,1,31,
158.843,202.344,117.379,um,Spot,Position,1,32,
152.609,217.401,117.631,um,Spot,Position,1,33,
167.485,185.803,99.379,um,Spot,Position,1,34,
198.978,213.626,101.092,um,Spot,Position,1,35,
206.661,181.91,111.16,um,Spot,Position,1,36,
177.353,204.197,116.804,um,Spot,Position,1,37,
237.734,179.281,106.992,um,Spot,Position,1,38,
221.7,179.562,110.607,um,Spot,Position,1,39,
268.338,215.451,111.618,um,Spot,Position,1,40,
158.513,219.69,101.06,um,Spot,Position,1,41,
208.55,220.951,99.5061,um,Spot,Position,1,42,
190.049,231.699,104.719,um,Spot,Position,1,43,
181.397,237.818,113.06,um,Spot,Position,1,44,
241.381,234.171,105.039,um,Spot,Position,1,45,
216.832,226.265,110.155,um,Spot,Position,1,46,
244.001,245.496,111.822,um,Spot,Position,1,47,
247.745,246.819,116.356,um,Spot,Position,1,48,
174.199,160.63,130.901,um,Spot,Position,1,49,
259.062,159.234,135.854,um,Spot,Position,1,50,
155.234,176.094,127.018,um,Spot,Position,1,51,
153.141,204.882,125.403,um,Spot,Position,1,52,
201.852,182.077,122.092,um,Spot,Position,1,53,
166.625,199.01,122.975,um,Spot,Position,1,54,
199.233,184.786,125.328,um,Spot,Position,1,55,
200.041,188.844,126.929,um,Spot,Position,1,56,
170.232,196.189,125.6,um,Spot,Position,1,57,
171.936,213.96,124.968,um,Spot,Position,1,58,
193.377,169.226,132.97,um,Spot,Position,1,59,
195.549,217.573,131.691,um,Spot,Position,1,60,
197.651,168.116,136.999,um,Spot,Position,1,61,
174.658,175.34,135.847,um,Spot,Position,1,62,
177.579,197.857,135.233,um,Spot,Position,1,63,
219.512,184.563,132.557,um,Spot,Position,1,64,
275.795,205.511,136.996,um,Spot,Position,1,65,
148.504,219.562,119.289,um,Spot,Position,1,66,
157.354,227.216,119.634,um,Spot,Position,1,67,
152.944,244.99,127.876,um,Spot,Position,1,68,
151.558,222.118,131.605,um,Spot,Position,1,69,
144.119,239.078,132.789,um,Spot,Position,1,70,
147.873,258.591,129.366,um,Spot,Position,1,71,
154.529,225.151,135.19,um,Spot,Position,1,72,
170.125,263.907,126.126,um,Spot,Position,1,73,
221.043,231.126,122.156,um,Spot,Position,1,74,
247.111,221.142,125.545,um,Spot,Position,1,75,
180.349,160.906,140.153,um,Spot,Position,1,76,
170.45,154.167,146.555,um,Spot,Position,1,77,
199.145,163.959,146.086,um,Spot,Position,1,78,
173.933,155.185,149.17,um,Spot,Position,1,79,
