
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
193.773,183.264,71.4729,um,Spot,Position,1,0,
185.29,176.453,77.2859,um,Spot,Position,1,1,
180.099,177.516,77.216,um,Spot,Position,1,2,
187.599,189.731,76.2021,um,Spot,Position,1,3,
194.972,196.352,77.6894,um,Spot,Position,1,4,
175.259,199.755,76.6401,um,Spot,Position,1,5,
218.76,150.842,96.5226,um,Spot,Position,1,6,
189.58,177.082,80.4645,um,Spot,Position,1,7,
183.251,177.93,80.6057,um,Spot,Position,1,8,
191.262,193.901,79.92,um,Spot,Position,1,9,
175.292,167.938,87.3799,um,Spot,Position,1,10,
173.203,202.616,86.6482,um,Spot,Position,1,11,
160.017,172.288,91.1837,um,Spot,Position,1,12,
164.07,172.982,91.0447,um,Spot,Position,1,13,
189.01,160.138,97.9315,um,Spot,Position,1,14,
238.772,208.496,86.2205,um,Spot,Position,1,15,
246.719,204.828,95.7458,um,Spot,Position,1,16,
197.018,214.088,81.6666,um,Spot,Position,1,17,
186.865,218.937,82.4417,um,Spot,Position,1,18,
179.262,215.338,87.8545,um,Spot,Position,1,19,
172.991,237.365,87.2999,um,Spot,Position,1,20,
175.692,240.775,94.7029,um,Spot,Position,1,21,
180.268,241.287,95.9383,um,Spot,Position,1,22,
173.49,252.541,97.5971,um,Spot,Position,1,23,
241.957,214.5,92.8605,um,Spot,Position,1,24,
219.819,225.312,93.0483,um,Spot,Position,1,25,
176.937,150.496,101.999,um,Spot,Position,1,26,
217.452,147.625,101.199,um,Spot,Position,1,27,
220.203,139.027,112.74,um,Spot,Position,1,28,
154.719,193.506,109.627,um,Spot,Position,1,29,
181.916,163.278,111.23,um,Spot,Position,1,30,
242.618,160.07,105.981,um,Spot,Position,1,31,
144.52,216.775,100.932,um,Spot,Position,1,32,
156.434,249.807,107.515,um,Spot,Position,1,33,
154.455,251.914,116.09,um,Spot,Position,1,34,
188.521,250.102,102.4,um,Spot,Position,1,35,
174.436,256.116,103.566,um,Spot,Position,1,36,
199.965,248.961,106.603,um,Spot,Position,1,37,
188.115,252.766,106.266,um,Spot,Position,1,38,
169.333,243.56,116.023,um,Spot,Position,1,39,
241.169,242.233,110.702,um,Spot,Position,1,40,
142.846,154.489,135.678,um,Spot,Position,1,41,
188.456,138.472,122.455,um,Spot,Position,1,42,
159.696,151.133,129.982,um,Spot,Position,1,43,
230.361,145.752,121.262,um,Spot,Position,1,44,
151.017,173.41,125.692,um,Spot,Position,1,45,
156.88,160.532,131.049,um,Spot,Position,1,46,
138.868,182.806,129.739,um,Spot,Position,1,47,
140.737,161.01,135.65,um,Spot,Position,1,48,
158.846,193.454,120.874,um,Spot,Position,1,49,
159.006,165.758,130.794,um,Spot,Position,1,50,
258.372,189.946,131.13,um,Spot,Position,1,51,
267.736,180.336,130.7,um,Spot,Position,1,52,
125.441,248.035,120.177,um,Spot,Position,1,53,
266.625,232.114,135.283,um,Spot,Position,1,54,
187.286,126.482,141.363,um,Spot,Position,1,55,
159.543,138.637,140.494,um,Spot,Position,1,56,
185.846,124.042,145.129,um,Spot,Position,1,57,
174.698,133.266,145.857,um,Spot,Position,1,58,
