
Position
====================
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID
36.28186798095703,5.648034572601318,-52.07234573364258,um,Spot,Position,1,0
-30.809476852416992,-17.564773559570312,0.8004801869392395,um,Spot,Position,1,1
-48.25262451171875,12.708266258239746,15.780261039733887,um,Spot,Position,1,2
15.435708045959473,-34.422645568847656,32.335018157958984,um,Spot,Position,1,3
19.51030731201172,-33.471885681152344,56.64897537231445,um,Spot,Position,1,4
-19.58163070678711,-60.460304260253906,-9.455897331237793,um,Spot,Position,1,5
-42.604740142822266,-39.21381378173828,9.103069305419922,um,Spot,Position,1,6
14.70422077178955,44.2277946472168,-38.17525100708008,um,Spot,Position,1,7
-51.15583801269531,5.776215553283691,27.837146759033203,um,Spot,Position,1,8
-19.215635299682617,46.65894317626953,28.29496955871582,um,Spot,Position,1,9
-0.35678648948669434,-48.60170364379883,11.273934364318848,um,Spot,Position,1,10
-29.01704216003418,47.77884292602539,21.25862693786621,um,Spot,Position,1,11
35.51068115234375,-10.512742042541504,-51.370975494384766,um,Spot,Position,1,12
-36.2301139831543,59.5128173828125,3.657031297683716,um,Spot,Position,1,13
-6.994006633758545,17.14275550842285,33.55271911621094,um,Spot,Position,1,14
-50.06258773803711,-1.1107220649719238,45.85664367675781,um,Spot,Position,1,15
-18.355754852294922,24.536054611206055,26.845855712890625,um,Spot,Position,1,16
4.845878601074219,-45.485748291015625,-43.82767105102539,um,Spot,Position,1,17
2.3539915084838867,6.597350120544434,25.510000228881836,um,Spot,Position,1,18
-43.35888671875,-27.918285369873047,26.852128982543945,um,Spot,Position,1,19
29.565649032592773,-5.020226001739502,-42.404449462890625,um,Spot,Position,1,20
-8.933019638061523,16.94048500061035,13.370619773864746,um,Spot,Position,1,21
-24.792461395263672,13.046036720275879,19.27127456665039,um,Spot,Position,1,22
55.50613021850586,-16.20342445373535,-34.21681594848633,um,Spot,Position,1,23
-32.61231994628906,-11.057555198669434,53.447975158691406,um,Spot,Position,1,24
1.3795908689498901,-39.88054656982422,22.53864097595215,um,Spot,Position,1,25
-52.25933074951172,-9.231987953186035,-36.3259162902832,um,Spot,Position,1,26
10.722445487976074,-67.36013793945312,0.36861369013786316,um,Spot,Position,1,27
-36.340614318847656,-19.0306453704834,54.26105499267578,um,Spot,Position,1,28
44.57643508911133,-33.717994689941406,32.182777404785156,um,Spot,Position,1,29
0.055512506514787674,24.44005584716797,9.090347290039062,um,Spot,Position,1,30
-12.446310043334961,-56.72337341308594,-3.245650053024292,um,Spot,Position,1,31
-33.20374298095703,-35.288238525390625,29.296489715576172,um,Spot,Position,1,32
-15.590916633605957,-20.823047637939453,-33.087242126464844,um,Spot,Position,1,33
-5.148636817932129,-61.1796989440918,22.0400333404541,um,Spot,Position,1,34
30.625261306762695,-19.97893714904785,26.808712005615234,um,Spot,Position,1,35
51.65563201904297,22.46475601196289,-23.340511322021484,um,Spot,Position,1,36
32.71227264404297,-23.749849319458008,-28.694185256958008,um,Spot,Position,1,37
-51.29071807861328,38.78780746459961,6.020031929016113,um,Spot,Position,1,38
-28.546218872070312,16.477420806884766,-27.46257972717285,um,Spot,Position,1,39
65.37117004394531,-19.557390213012695,-13.444342613220215,um,Spot,Position,1,40
37.04460144042969,-20.472007751464844,3.2059857845306396,um,Spot,Position,1,41
-59.0097770690918,3.0663089752197266,15.764114379882812,um,Spot,Position,1,42
5.547228813171387,-36.57188034057617,54.00978469848633,um,Spot,Position,1,43
-30.82460594177246,-42.649417877197266,-37.025794982910156,um,Spot,Position,1,44
-27.8700008392334,27.317203521728516,-6.512887954711914,um,Spot,Position,1,45
32.33340835571289,22.118183135986328,32.83235549926758,um,Spot,Position,1,46
