
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
169.137,189.495,97.2533,um,Spot,Position,1,0,
182.943,185.335,100.567,um,Spot,Position,1,1,
181.721,190.911,108.35,um,Spot,Position,1,2,
141.83,206.716,108.077,um,Spot,Position,1,3,
183.13,235.63,104.711,um,Spot,Position,1,4,
190.877,204.501,111.786,um,Spot,Position,1,5,
202.017,206.095,106.089,um,Spot,Position,1,6,
181.705,117.178,131.602,um,Spot,Position,1,7,
227.701,137.607,122.863,um,Spot,Position,1,8,
229.655,138.246,124.644,um,Spot,Position,1,9,
127.196,194.776,126.401,um,Spot,Position,1,10,
186.879,198.664,115.767,um,Spot,Position,1,11,
170.529,151.372,131.159,um,Spot,Position,1,12,
194.157,155.841,117.464,um,Spot,Position,1,13,
222.119,181.806,121.171,um,Spot,Position,1,14,
237.53,197.365,120.081,um,Spot,Position,1,15,
199.189,157.233,125.245,um,Spot,Position,1,16,
200.98,182.37,124.118,um,Spot,Position,1,17,
233.599,173.795,131.961,um,Spot,Position,1,18,
154.306,219.631,119.059,um,Spot,Position,1,19,
170.296,243.289,118.827,um,Spot,Position,1,20,
175.486,231.893,131.191,um,Spot,Position,1,21,
224.941,203.17,117.714,um,Spot,Position,1,22,
225.981,207.781,115.118,um,Spot,Position,1,23,
225.449,226.747,126.849,um,Spot,Position,1,24,
192.109,239.289,126.946,um,Spot,Position,1,25,
164.701,254.172,132.138,um,Spot,Position,1,26,
176.965,117.63,138.853,um,Spot,Position,1,27,
209.281,141.59,145.707,um,Spot,Position,1,28,
167.667,151.542,136.255,um,Spot,Position,1,29,
179.021,194.719,135.777,um,Spot,Position,1,30,
153.899,169.899,152.145,um,Spot,Position,1,31,
195.455,156.12,134.051,um,Spot,Position,1,32,
213.456,195.384,135.406,um,Spot,Position,1,33,
204.039,199.316,145.328,um,Spot,Position,1,34,
123.022,210.661,133.641,um,Spot,Position,1,35,
147.249,238.105,141.098,um,Spot,Position,1,36,
188.818,207.954,151.392,um,Spot,Position,1,37,
227.016,244.255,141.128,um,Spot,Position,1,38,
235.051,210.281,151.717,um,Spot,Position,1,39,
258.827,215.125,145.681,um,Spot,Position,1,40,
163.288,252.742,133.657,um,Spot,Position,1,41,
239.561,137.086,165.606,um,Spot,Position,1,42,
111.851,170.558,170.724,um,Spot,Position,1,43,
188.767,188.452,171.56,um,Spot,Position,1,44,
199.256,181.604,167.162,um,Spot,Position,1,45,
209.68,190.489,172.254,um,Spot,Position,1,46,
215.966,191.121,170.766,um,Spot,Position,1,47,
247.391,168.606,162.133,um,Spot,Position,1,48,
268.653,184.332,159.796,um,Spot,Position,1,49,
114.28,226.735,164.279,um,Spot,Position,1,50,
131.286,231.033,168.081,um,Spot,Position,1,51,
145.747,203.24,156.233,um,Spot,Position,1,52,
179.792,241.419,154.9,um,Spot,Position,1,53,
208.748,221.519,154.295,um,Spot,Position,1,54,
242.568,205.245,159.936,um,Spot,Position,1,55,
191.135,209.573,166.078,um,Spot,Position,1,56,
213.668,208.769,169.66,um,Spot,Position,1,57,
246.994,228.67,153.807,um,Spot,Position,1,58,
267.347,207.648,168.363,um,Spot,Position,1,59,
252.53,231.281,171.351,um,Spot,Position,1,60,
182.483,261.89,169.514,um,Spot,Position,1,61,
209.165,254.792,157.47,um,Spot,Position,1,62,
